First_Term_Gpa,Second_Term_Gpa,First_Language,Funding,FastTrack,Coop,Residency,Gender,Previous_Education,Age_Group,Math_Score,English_Grade,First_Year_Persistence
2.083333,1.763158,1,2.0,1,0,0,2.0,0,3,32.6760710553814,3,0.0
3.441176,4.0,1,2.0,1,1,0,1.0,1,1,27.0,9,1.0
2.416667,0.0,1,2.0,1,0,0,1.0,1,2,26.0,3,1.0
0.0,2.8201755787000775,1,2.0,1,0,0,2.0,2,2,45.0,7,0.0
4.238095,4.318182,3,2.0,1,1,0,2.0,2,7,43.0,4,1.0
3.42,2.277778,1,2.0,1,1,0,2.0,1,5,31.0,9,1.0
3.230769,3.021739,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
2.729167,2.84,1,4.0,1,0,1,1.0,1,2,38.0,7,1.0
1.55,1.105263,1,2.0,1,1,0,2.0,1,1,18.0,8,1.0
2.5,2.5,1,1.0,1,0,0,2.0,1,1,20.0,9,1.0
1.34375,3.142857,1,2.0,1,0,0,2.0,1,1,19.0,7,1.0
3.38,3.875,1,1.0,1,0,0,2.0,1,2,32.6760710553814,7,1.0
2.630435,2.821429,3,4.0,1,1,1,2.0,2,1,46.0,10,1.0
4.119048,3.3,3,4.0,1,1,1,2.0,1,1,48.0,8,1.0
0.176471,0.0,1,2.0,1,1,0,2.0,1,1,32.6760710553814,5,0.0
3.954545,4.0,3,2.0,1,0,0,1.0,2,5,48.0,8,1.0
4.104167,3.7,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
2.119048,2.68,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
1.785714,2.8201755787000775,1,2.0,1,0,0,2.0,2,3,20.0,9,0.0
3.619048,3.738095,1,2.0,1,1,0,1.0,2,7,37.0,9,1.0
2.36,2.8201755787000775,1,2.0,1,1,0,2.0,1,2,27.0,7,0.0
3.23913,3.44,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
3.97619,3.96,4,5.0,1,1,1,2.0,0,3,49.0,8,1.0
3.264706,3.5,4,4.0,1,1,1,2.0,1,1,44.0,4,1.0
3.36,2.44,3,2.0,1,0,0,2.0,1,2,33.0,8,1.0
3.4375,3.681818,1,2.0,1,0,0,2.0,0,3,41.0,9,1.0
3.6,2.638889,1,2.0,1,1,0,2.0,1,2,32.6760710553814,9,1.0
0.47619,2.8201755787000775,1,2.0,1,0,0,2.0,1,1,31.0,9,0.0
3.645833,3.305556,3,2.0,1,0,0,2.0,2,2,46.0,10,1.0
2.886364,2.8201755787000775,1,2.0,1,0,0,2.0,1,2,34.0,9,0.0
1.525,1.84375,1,2.0,1,1,0,2.0,1,1,17.0,9,1.0
1.571429,1.710526,1,2.0,1,0,0,2.0,1,1,32.0,9,1.0
2.72,0.909091,1,2.0,1,1,0,2.0,1,2,16.0,8,1.0
3.847826,3.7,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
3.729167,3.761905,1,2.0,1,0,0,2.0,2,3,38.0,9,1.0
0.0,2.8201755787000775,3,4.0,0,1,1,1.0,1,6,32.6760710553814,7,0.0
4.173913,3.557692,1,1.0,1,0,0,2.0,1,1,27.0,7,1.0
0.375,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,25.0,3,0.0
4.195652,4.115385,1,1.0,1,0,0,2.0,1,2,41.0,7,1.0
4.25,3.925,4,4.0,1,1,1,1.0,1,4,32.6760710553814,10,1.0
2.25,2.666667,1,2.0,1,1,0,1.0,1,2,20.0,7,1.0
3.0625,3.5625,3,4.0,1,1,1,2.0,2,1,48.0,8,1.0
3.26087,3.714286,1,2.0,1,0,0,2.0,0,2,41.0,7,1.0
2.863636,3.125,1,2.0,1,1,0,2.0,2,6,17.0,9,1.0
4.166667,4.444444,3,4.0,1,1,1,1.0,1,4,43.0,10,1.0
2.176471,2.361111,1,2.0,1,1,0,2.0,1,3,13.0,3,1.0
2.92,2.25,1,2.0,1,1,0,2.0,1,1,42.0,9,1.0
3.84,3.28,3,4.0,0,0,1,2.0,1,3,32.6760710553814,7,1.0
3.904762,4.022727,3,8.0,1,1,0,2.0,1,5,47.0,4,1.0
0.0,3.7,1,2.0,1,1,0,2.0,1,4,25.0,9,1.0
3.5,3.08,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
4.134615,4.347826,3,4.0,0,1,1,1.0,2,3,47.0,9,1.0
3.7,0.0,1,2.0,1,1,0,2.0,1,2,32.6760710553814,9,1.0
2.833333,2.8201755787000775,1,2.0,1,0,0,2.0,1,3,32.6760710553814,5,0.0
4.107143,4.111111,1,2.0,1,1,0,2.0,2,3,32.6760710553814,9,1.0
3.225,2.652174,3,2.0,1,0,0,2.0,1,1,33.0,3,1.0
3.272727,2.727273,1,2.0,1,0,0,2.0,1,1,25.0,7,1.0
2.909091,2.795455,1,2.0,1,0,0,2.0,1,1,38.0,7,1.0
2.055556,2.153846,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
4.23913,4.45,4,4.0,1,1,1,1.0,1,2,49.0,10,1.0
2.615385,2.34,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
3.97619,3.847826,3,2.0,1,0,0,1.0,1,1,29.0,9,1.0
2.9,2.625,3,4.0,1,1,1,2.0,2,2,34.0,8,1.0
2.690476,3.111111,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
4.083333,3.980769,3,4.0,0,0,1,1.0,1,3,32.6760710553814,9,1.0
4.304348,3.673077,3,4.0,1,1,1,2.0,1,1,46.0,8,1.0
2.52,3.225,1,2.0,1,1,0,2.0,1,3,26.0,9,1.0
3.973684,3.75,3,8.0,1,1,0,2.0,0,6,39.0,10,1.0
4.125,3.275,3,4.0,0,0,1,2.0,1,3,32.6760710553814,9,1.0
1.675,2.5,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
2.82,2.270833,1,1.0,1,0,0,2.0,1,2,32.6760710553814,9,1.0
0.727273,2.8201755787000775,1,2.0,1,1,0,2.0,1,6,24.0,9,0.0
3.388889,3.44,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
3.065217,2.631579,1,4.0,1,0,1,2.0,1,4,21.0,7,1.0
3.108696,3.22,3,8.0,1,1,0,2.0,0,7,19.0,8,1.0
4.0,3.94,3,2.0,1,0,0,1.0,2,3,45.0,8,1.0
3.108696,2.611111,3,4.0,0,0,1,2.0,1,3,32.6760710553814,9,1.0
2.28,1.913043,1,2.0,1,1,0,2.0,1,1,24.0,7,1.0
2.217391,1.263158,1,2.0,1,0,0,2.0,2,2,16.0,7,1.0
0.0,2.8201755787000775,3,4.0,1,1,1,1.0,1,1,32.6760710553814,8,0.0
2.434783,2.0,3,4.0,1,1,1,2.0,2,1,34.0,8,1.0
3.428571,3.875,1,2.0,1,1,0,1.0,2,3,19.0,7,1.0
4.0,3.75,4,4.0,1,1,1,2.0,1,5,32.6760710553814,10,1.0
3.68,3.583333,1,2.0,1,1,0,2.0,1,1,34.0,9,1.0
4.35,3.96,1,2.0,0,1,0,1.0,2,3,32.6760710553814,9,0.0
0.818182,2.8201755787000775,1,2.0,1,1,0,1.0,1,2,15.0,7,0.0
4.108696,4.1,3,4.0,1,1,1,2.0,2,1,46.0,10,1.0
2.4,2.590909,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
3.295455,2.761905,3,4.0,0,1,1,2.0,1,3,32.6760710553814,10,1.0
3.083333,2.019231,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.28,2.42,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.125,3.075,3,2.0,1,1,0,2.0,2,7,32.6760710553814,8,1.0
3.934783,3.880952,3,4.0,1,1,1,1.0,2,3,45.0,8,1.0
3.26,3.111111,1,2.0,1,1,0,2.0,1,1,26.0,9,1.0
3.3,3.547619,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
3.6,2.5,3,4.0,1,1,1,2.0,1,1,43.0,9,1.0
2.9375,2.711538,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
3.913043,3.452381,3,4.0,1,0,1,2.0,1,1,45.0,8,1.0
2.68,2.5,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.76087,3.74,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
3.826087,3.522727,1,2.0,1,0,0,1.0,1,5,33.0,4,1.0
2.413043,1.3,3,4.0,1,1,1,1.0,1,1,25.0,8,1.0
2.375,2.954545,3,4.0,0,1,1,1.0,1,5,32.6760710553814,7,1.0
3.326087,2.62,3,4.0,0,0,1,2.0,1,3,32.6760710553814,9,1.0
4.041667,4.333333,3,4.0,1,0,1,2.0,1,3,49.0,10,1.0
4.173913,4.282609,4,4.0,1,1,1,2.0,1,3,44.0,8,1.0
3.785714,2.8201755787000775,3,4.0,1,1,1,2.0,1,1,49.0,10,0.0
1.96,1.764706,1,2.0,1,1,0,1.0,1,1,16.0,8,1.0
3.608696,3.613636,1,2.0,1,1,0,1.0,1,2,21.0,9,1.0
3.222222,3.423077,3,4.0,0,0,1,1.0,1,3,32.6760710553814,4,1.0
1.270833,2.8201755787000775,3,4.0,1,1,1,2.0,1,3,44.0,5,0.0
3.738095,2.454545,1,2.0,1,1,0,1.0,2,3,39.0,10,1.0
3.210526,1.431818,1,2.0,1,1,0,2.0,1,1,20.0,8,1.0
2.772727,3.214286,4,4.0,1,1,1,1.0,1,3,49.0,8,1.0
3.595238,2.236842,1,2.0,1,1,0,2.0,2,3,19.0,10,1.0
3.3,3.1,1,4.0,1,1,1,2.0,2,5,32.6760710553814,5,1.0
2.44,2.652174,1,2.0,1,1,0,2.0,1,1,30.0,7,1.0
2.375,2.818182,1,2.0,1,1,0,1.0,1,1,26.0,9,0.0
2.166667,2.590909,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
4.173913,3.891304,4,4.0,1,1,1,2.0,0,2,48.0,8,1.0
2.282609,0.0,1,1.0,1,0,0,2.0,1,3,32.0,8,1.0
3.333333,3.442308,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
1.35,0.0,4,4.0,1,1,1,2.0,1,2,46.0,8,1.0
2.913043,2.772727,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
0.363636,0.0,1,2.0,1,0,0,2.0,2,3,42.0,7,1.0
1.92,0.25,1,2.0,1,1,0,2.0,1,2,23.0,9,1.0
3.652174,3.82,3,4.0,0,1,1,1.0,2,3,32.6760710553814,9,1.0
1.636364,0.863636,1,2.0,1,0,0,2.0,1,2,42.0,7,1.0
4.02,3.478261,1,2.0,1,1,0,2.0,1,1,37.0,7,1.0
1.913043,1.233333,1,1.0,1,0,0,2.0,1,3,32.6760710553814,9,0.0
3.386364,2.25,1,2.0,1,0,0,2.0,1,1,32.6760710553814,5,1.0
3.76087,4.027778,1,2.0,1,1,0,1.0,2,3,40.0,9,1.0
4.5,4.409091,3,2.0,1,0,0,1.0,2,5,50.0,10,1.0
2.925,2.222222,1,2.0,1,1,0,1.0,2,2,26.0,9,0.0
2.03125,2.8201755787000775,1,2.0,1,1,0,2.0,2,5,32.6760710553814,9,0.0
4.282609,3.722222,1,2.0,1,0,0,1.0,1,1,46.0,9,1.0
4.369565,3.880952,1,2.0,1,1,0,2.0,2,7,43.0,7,1.0
2.805556,2.519231,3,4.0,0,1,1,1.0,1,3,32.6760710553814,7,1.0
0.142857,0.0,1,2.0,1,1,0,2.0,0,3,32.6760710553814,5,0.0
2.071429,2.545455,4,4.0,0,0,1,2.0,1,3,32.6760710553814,8,1.0
4.0625,4.16,3,4.0,1,1,1,2.0,1,3,48.0,8,1.0
3.233333,3.78125,3,4.0,1,1,1,2.0,2,3,49.0,8,1.0
4.434783,4.380952,1,2.0,1,0,0,1.0,1,1,29.0,9,1.0
2.94,3.25,1,2.0,1,1,0,2.0,1,3,21.0,9,1.0
2.54,2.75,3,4.0,0,0,1,2.0,2,4,32.6760710553814,10,1.0
1.730769,2.363636,3,4.0,1,0,1,1.0,1,2,47.0,10,1.0
3.684211,2.85,1,2.0,1,0,0,2.0,1,1,27.0,7,1.0
1.357143,0.0,1,2.0,1,1,0,2.0,1,1,23.0,7,1.0
3.42,2.636364,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
4.108696,4.14,1,2.0,0,0,0,1.0,2,6,32.6760710553814,9,1.0
2.847826,0.825,1,2.0,1,1,0,2.0,0,1,37.0,9,1.0
1.86,2.0,1,2.0,1,1,0,2.0,1,1,28.0,9,1.0
2.472222,1.26,3,4.0,0,1,1,1.0,2,3,19.0,8,0.0
4.28,4.068182,1,2.0,1,0,0,1.0,2,3,20.0,9,1.0
3.673913,3.714286,3,4.0,1,1,1,1.0,2,2,40.0,4,1.0
4.304348,4.166667,4,4.0,1,1,1,1.0,1,3,48.0,8,1.0
3.434783,3.134615,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
3.208333,2.565217,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.88,3.863636,1,2.0,1,0,0,2.0,1,2,34.0,9,1.0
1.5625,0.0,1,2.0,1,1,0,2.0,1,2,18.0,9,0.0
3.452381,2.142857,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
4.045455,4.434783,1,2.0,1,0,0,2.0,2,2,32.6760710553814,5,1.0
1.15,1.815789,3,2.0,1,0,0,2.0,2,4,25.0,8,1.0
3.85,4.022727,3,4.0,0,1,1,1.0,1,3,32.6760710553814,7,1.0
3.673913,3.461538,4,4.0,1,0,1,2.0,1,2,48.0,8,1.0
2.894737,2.740741,3,4.0,0,0,1,2.0,2,4,32.6760710553814,7,1.0
3.888889,3.5,3,2.0,0,1,0,1.0,2,5,32.6760710553814,5,1.0
1.125,1.0625,1,2.0,1,0,0,2.0,1,1,14.0,7,0.0
2.131579,2.981481,3,4.0,0,1,1,2.0,1,3,32.6760710553814,10,1.0
0.705882,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,24.0,8,0.0
1.761905,0.0,1,2.0,1,1,0,2.0,1,2,32.6760710553814,4,1.0
3.02381,2.772727,3,4.0,1,1,1,2.0,1,1,39.0,4,1.0
3.368421,3.456522,1,2.0,1,0,0,2.0,1,1,32.6760710553814,8,1.0
3.36,3.56,1,2.0,1,0,0,2.0,1,3,44.0,8,1.0
2.625,2.8,3,4.0,1,1,1,2.0,2,3,32.6760710553814,8,1.0
0.0,2.8201755787000775,3,4.0,1,1,1,2.0,2,2,16.0,8,0.0
3.73913,3.315789,4,4.0,1,1,1,2.0,1,3,24.0,9,1.0
3.825,3.666667,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,0,2,20.0,7,0.0
3.76,4.1,3,2.0,1,0,0,2.0,2,7,46.0,8,1.0
1.261905,0.964286,1,2.0,1,0,0,2.0,1,2,17.0,9,0.0
3.473684,2.909091,1,8.0,1,1,0,2.0,2,5,22.0,9,1.0
2.9,2.825,1,2.0,1,1,0,2.0,1,1,36.0,10,1.0
3.56,3.477273,3,2.0,1,0,0,2.0,1,1,19.0,10,1.0
2.6,2.433333,1,2.0,1,1,0,2.0,1,2,39.0,9,1.0
3.0,3.952381,4,4.0,1,1,1,1.0,1,3,46.0,4,1.0
3.0625,3.282609,3,4.0,1,1,1,2.0,2,1,48.0,10,1.0
4.295455,4.078947,1,2.0,1,0,0,2.0,2,5,45.0,10,1.0
3.4,3.096154,3,4.0,1,1,1,2.0,0,3,46.0,8,1.0
2.46,2.56,4,4.0,1,1,1,2.0,1,2,44.0,8,1.0
3.630435,3.26,4,4.0,0,0,1,2.0,1,4,49.0,8,1.0
3.225,1.90625,1,2.0,1,0,0,2.0,2,2,32.0,9,0.0
2.76087,2.229167,1,2.0,1,1,0,2.0,1,2,34.0,9,1.0
3.5,3.42,3,4.0,0,1,1,2.0,1,4,32.6760710553814,10,1.0
2.333333,2.634615,3,4.0,0,1,1,1.0,1,3,32.6760710553814,7,1.0
4.136364,3.977273,1,2.0,1,1,0,2.0,1,1,40.0,7,1.0
4.047619,3.76,1,2.0,1,0,0,2.0,1,2,47.0,9,1.0
2.65,3.05,1,2.0,1,0,0,2.0,1,1,21.0,9,1.0
1.578947,2.1,1,2.0,0,1,0,2.0,2,3,32.6760710553814,5,1.0
3.261905,2.956522,1,2.0,1,0,0,2.0,1,1,30.0,9,1.0
4.214286,4.071429,1,2.0,1,1,0,1.0,2,3,37.0,9,1.0
3.86,4.340909,1,2.0,1,1,0,1.0,2,2,47.0,10,0.0
3.1,3.022727,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
2.5625,2.068182,3,4.0,1,1,1,2.0,1,3,43.0,8,1.0
4.105263,4.159091,1,8.0,1,1,0,2.0,0,8,32.0,9,1.0
4.369565,4.5,3,1.0,1,0,0,2.0,2,4,46.0,10,1.0
2.956522,2.704545,3,4.0,0,0,1,2.0,1,3,32.6760710553814,7,1.0
4.181818,3.714286,3,2.0,1,1,0,2.0,2,3,35.0,10,1.0
4.357143,4.5,1,2.0,1,0,0,1.0,2,5,50.0,9,1.0
3.214286,3.068182,4,4.0,1,1,1,2.0,1,3,44.0,10,1.0
0.727273,0.692308,1,2.0,1,0,0,2.0,1,2,27.0,9,1.0
3.8125,3.547619,3,4.0,1,0,1,2.0,2,1,46.0,10,1.0
2.642857,3.104167,4,5.0,1,1,1,2.0,1,3,43.0,4,1.0
3.73913,2.7,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
3.14,3.7,1,2.0,1,1,0,2.0,1,1,33.0,9,1.0
3.826087,3.7,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,1.0
3.690476,2.625,3,4.0,1,1,1,2.0,1,3,44.0,8,1.0
3.909091,3.318182,3,4.0,1,1,1,2.0,2,3,24.0,8,1.0
3.309524,3.631579,1,2.0,1,0,0,2.0,1,1,20.0,9,1.0
1.833333,2.8201755787000775,3,4.0,1,1,1,2.0,1,1,44.0,8,0.0
3.34,3.42,1,2.0,1,1,0,2.0,1,1,16.0,3,1.0
3.1,3.5,1,2.0,1,1,0,1.0,1,2,32.6760710553814,9,1.0
4.184211,3.975,1,2.0,1,1,0,2.0,1,3,30.0,9,1.0
4.25,3.865385,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,1.0
2.75,2.875,1,2.0,1,0,0,1.0,1,2,40.0,9,1.0
0.761905,2.8201755787000775,1,2.0,1,0,0,2.0,1,1,25.0,7,0.0
2.5,2.545455,3,4.0,1,1,1,2.0,1,2,25.0,8,0.0
3.02381,2.545455,4,4.0,1,1,1,2.0,1,1,48.0,4,1.0
3.3,3.5,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
0.545455,2.8201755787000775,1,2.0,1,1,0,2.0,2,3,32.6760710553814,9,0.0
4.104167,4.0625,1,2.0,1,1,0,2.0,1,3,47.0,4,1.0
4.1,2.815789,4,5.0,1,0,1,2.0,1,3,48.0,10,1.0
4.295455,4.28,4,4.0,1,0,1,2.0,1,5,44.0,7,1.0
4.5,4.461538,1,2.0,0,0,0,1.0,2,4,32.6760710553814,9,1.0
3.625,3.12,4,4.0,1,1,1,1.0,1,1,44.0,7,0.0
1.928571,1.617647,1,2.0,1,1,0,2.0,1,1,19.0,9,1.0
1.428571,2.8201755787000775,3,2.0,1,0,0,2.0,1,1,25.0,4,0.0
0.0,2.8201755787000775,1,2.0,1,0,0,1.0,1,1,11.0,7,0.0
2.880952,2.166667,3,8.0,1,1,0,2.0,1,4,18.0,9,1.0
3.62,4.0,1,1.0,1,0,0,2.0,2,3,29.0,9,0.0
3.76,4.083333,1,1.0,1,0,0,2.0,2,4,32.6760710553814,3,1.0
3.56,3.153846,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.3,3.108696,1,2.0,1,1,0,2.0,1,2,20.0,7,1.0
2.107143,3.0,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.958333,3.160714,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
3.785714,3.652174,1,2.0,1,0,0,1.0,1,1,29.0,9,1.0
2.934783,2.730769,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.16,2.98,1,2.0,1,0,0,2.0,0,4,31.0,7,1.0
4.04,3.925,3,2.0,1,1,0,2.0,1,1,38.0,9,1.0
0.0,2.8201755787000775,1,2.0,1,0,0,2.0,0,2,43.0,9,0.0
2.0,0.0,3,2.0,1,1,0,1.0,1,1,29.0,4,0.0
2.275,2.636364,3,4.0,0,1,1,2.0,1,4,32.6760710553814,7,1.0
3.043478,2.413043,1,2.0,1,1,0,2.0,1,1,42.0,7,1.0
2.978261,3.04,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
3.521739,2.782609,1,2.0,0,1,0,2.0,2,7,32.6760710553814,10,1.0
4.431818,4.409091,1,2.0,1,0,0,2.0,2,4,45.0,9,1.0
3.522727,3.022727,1,2.0,1,1,0,2.0,2,4,25.0,9,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,22.0,7,0.0
3.347826,1.710526,1,2.0,1,1,0,2.0,1,2,27.0,9,1.0
3.145833,2.777778,1,2.0,1,1,0,2.0,2,2,27.0,9,1.0
3.675,3.761905,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
0.652174,2.8201755787000775,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,0.0
3.125,1.269231,3,2.0,1,0,0,2.0,2,2,43.0,4,1.0
3.825,3.568182,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,1.0
1.642857,2.8201755787000775,1,2.0,1,0,0,2.0,1,1,24.0,7,0.0
3.847826,3.84,4,4.0,1,0,1,2.0,1,5,34.0,10,1.0
4.38,4.5,1,1.0,1,0,0,2.0,2,3,45.0,9,1.0
3.333333,3.652174,3,4.0,1,1,1,2.0,2,1,47.0,9,1.0
3.270833,3.45,3,2.0,1,1,0,2.0,2,5,16.0,10,1.0
2.82,2.02,3,4.0,0,1,1,2.0,1,3,32.6760710553814,4,1.0
2.795455,2.684211,4,4.0,1,1,1,2.0,1,2,48.0,8,1.0
2.095238,2.045455,1,2.0,1,1,0,2.0,2,2,22.0,3,1.0
3.73913,3.211538,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
3.6875,3.3,4,4.0,1,1,1,2.0,1,2,49.0,8,1.0
2.861111,1.478261,3,2.0,1,0,0,2.0,2,2,30.0,10,1.0
3.236842,1.233333,1,2.0,1,1,0,2.0,1,1,32.0,9,1.0
4.0,4.0,1,2.0,1,0,0,1.0,2,2,36.0,9,1.0
3.809524,3.652174,1,2.0,1,0,0,2.0,1,1,27.0,9,1.0
2.608696,2.846154,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
4.159091,4.421053,3,2.0,1,0,0,2.0,1,1,23.0,9,1.0
2.611111,2.470588,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
2.75,3.125,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
2.35,2.403846,3,4.0,0,1,1,1.0,2,4,32.6760710553814,8,1.0
1.857143,0.0,1,2.0,1,1,0,2.0,1,2,27.0,7,1.0
2.791667,2.357143,3,4.0,1,1,1,2.0,1,2,48.0,8,1.0
3.152174,3.0,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
2.5625,3.0625,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.0,2.961538,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,0.0
3.6875,4.047619,3,2.0,1,0,0,2.0,1,2,49.0,10,1.0
3.458333,3.727273,1,2.0,1,0,0,2.0,2,4,40.0,10,1.0
0.0,2.8201755787000775,3,4.0,1,1,1,2.0,1,1,44.0,8,0.0
2.46875,0.933333,1,2.0,1,1,0,1.0,1,1,18.0,1,1.0
4.125,3.903846,3,4.0,0,0,1,2.0,1,3,32.6760710553814,10,1.0
1.363636,0.695652,1,2.0,1,1,0,2.0,1,2,36.0,9,0.0
2.852941,3.113636,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
3.03125,2.125,3,4.0,1,1,1,2.0,1,3,39.0,8,1.0
1.789474,1.5,1,2.0,1,0,0,2.0,1,1,14.0,9,0.0
2.104167,3.090909,1,2.0,1,1,0,2.0,1,1,22.0,7,1.0
3.761905,3.217391,1,2.0,1,0,0,2.0,2,3,30.0,10,1.0
3.891304,4.142857,3,4.0,1,1,1,1.0,2,1,42.0,8,1.0
4.0,2.809524,4,4.0,0,1,1,2.0,1,3,49.0,10,1.0
3.975,3.894737,1,2.0,1,0,0,2.0,1,1,25.0,9,1.0
3.333333,2.660714,3,4.0,0,1,1,2.0,2,3,32.6760710553814,4,1.0
3.625,2.892857,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
4.043478,3.9,3,4.0,0,1,1,1.0,1,3,32.6760710553814,10,1.0
1.875,2.0,4,5.0,1,1,1,2.0,1,1,44.0,4,1.0
3.605263,2.818182,1,2.0,1,1,0,2.0,1,2,32.6760710553814,9,1.0
3.673913,3.869565,4,4.0,1,1,1,2.0,1,3,45.0,7,1.0
2.75,2.382353,3,4.0,1,1,1,2.0,1,2,48.0,9,1.0
2.28,3.375,1,2.0,1,0,0,2.0,1,2,26.0,9,1.0
4.347826,3.452381,1,2.0,0,0,0,2.0,2,3,32.6760710553814,9,1.0
3.020833,3.846154,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
2.125,0.0,1,2.0,1,0,0,2.0,0,2,36.0,9,0.0
3.934783,3.68,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
4.369565,4.357143,3,2.0,1,0,0,2.0,2,6,49.0,4,1.0
4.05,3.204545,1,2.0,0,0,0,1.0,2,3,32.6760710553814,9,0.0
0.625,0.0,1,2.0,1,1,0,2.0,2,3,26.0,9,1.0
2.392857,3.222222,1,2.0,1,0,0,2.0,1,1,42.0,7,0.0
3.794118,3.818182,3,4.0,0,1,1,1.0,2,4,32.6760710553814,10,1.0
3.083333,3.25,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.5,1.833333,1,2.0,1,1,0,2.0,1,2,29.0,7,1.0
3.347826,3.136364,1,2.0,1,1,0,1.0,2,2,44.0,7,1.0
3.673913,3.2,3,2.0,1,0,0,2.0,1,1,30.0,7,1.0
2.613636,2.03125,1,2.0,1,0,0,2.0,2,1,29.0,7,0.0
0.225,0.0,1,2.0,1,1,0,2.0,1,2,27.0,9,0.0
0.0,2.8201755787000775,1,2.0,1,0,0,1.0,1,3,20.0,9,0.0
2.826087,1.807692,3,4.0,0,0,1,2.0,1,3,32.6760710553814,9,1.0
3.380952,2.333333,1,2.0,1,0,0,1.0,1,1,40.0,9,0.0
3.428571,1.433333,1,2.0,1,0,0,1.0,1,3,49.0,7,1.0
0.204545,2.8201755787000775,1,2.0,1,1,0,2.0,2,2,22.0,9,0.0
3.166667,2.5,3,2.0,1,1,0,1.0,1,3,26.0,10,1.0
3.2,2.595238,1,2.0,1,1,0,2.0,1,1,24.0,7,1.0
2.675,3.333333,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
4.2,3.65625,1,2.0,0,0,0,1.0,2,3,32.6760710553814,9,0.0
2.5625,2.681818,3,8.0,1,1,0,1.0,0,4,47.0,8,1.0
3.571429,2.788462,1,2.0,1,1,0,2.0,2,2,39.0,9,1.0
1.5,1.6,1,2.0,1,0,0,2.0,1,2,31.0,9,1.0
3.326087,3.519231,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
4.204545,3.98,3,4.0,1,1,1,1.0,2,2,48.0,8,1.0
